page,row_index,status,company,added_date,description,website,headcount,employees,country,region,city,ownership_type,founded,total_funding_m,last_funding_amount_m,last_funding_date,last_funding_type,last_funding_lead_investor,investor_type,investors,company_address,growth_metrics,raw_row_text
1,37,,Epost Plus,"Jul 28, 2025 12.57 PM",specializing in eCommerce and L Epost technology solutions provider logistics Th_ Malaysia Sabah Kota Kinabalu epostplus,epost.co,51-200,,,,,Venture Capital,2019,2019,2.3,"Jul 19, 2021",Series,nla,nla,Vynn Capital,"Mile 5.5, Tuaran Road; Kota Kinabalu; Sabah; MY",4% | 4% | -8 % | -26 % | 4% | 4%,"Epost Plus | Jul 28, 2025 12.57 PM | specializing in eCommerce and L | Epost | technology solutions provider | logistics Th_ | epost.co | 51-200 | Malaysia | Sabah | Kota Kinabalu | epostplus | Load contacts | ntacts | Venture Capital | 2019 | 2.3 | 1.5 | Jul 19, 2021 | Series | nla | nla | Vynn Capital | nja | nla | nla | nja | 4% | 4% | nla | nfa | -8 % | -26 % | 4% | 4% | nla | Mile 5.5, Tuaran Road; Kota Kinabalu; Sabah; MY | nla | nla | nla | nla | nla"
1,38,,Zero Gravity Ventures Ltd.,"Jul 28, 2025 12.57 PM",Sindabad com Ltd. is a that offers wide range of products includin_. commerce platform zerogravity combd Bangladesh Dhaka Dhaka zero-gravity- ventures,,201-500,,,,,Venture Capital,2015,2015,,"Feb 18, 2018",Series,frontierfundbd com,nla,frontierfundbd cor,"Road 7, Block G; House 43; Dhaka, Dhaka 1213, BD",~2% | -5% | 5% | -7% | -12% | ~22% | 30% | -44%,"Zero Gravity Ventures Ltd. | Jul 28, 2025 12.57 PM | Sindabad com Ltd. is a | that offers | wide range of products includin_. | commerce platform | zerogravity combd | 201-500 | Bangladesh | Dhaka | Dhaka | zero-gravity- | ventures | Load contacts | ntacts | Venture Capital | 2015 | nla | Feb 18, 2018 | Series | frontierfundbd com | nla | frontierfundbd cor | nla | nla | nla | nja | ~2% | -5% | 5% | -7% | -12% | ~22% | 30% | -44% | nla | Road 7, Block G; House 43; Dhaka, Dhaka 1213, BD | nla | nla | nla | nla | nla"
1,39,,Higharc,"Jul 28, 2025 12.57 PM",Higharc = that offers an intelligent platform for homebuilding software provider higharc com higharc,,51-200,114,United States,(USA),New York,Private Equity,2018,2018,,"Feb 14,2024",Series,Ferguson Ventures Inc,nla,tectonic vc,"Anywhere, US OOOOO, US",0% | 6 % | 29% | 86 % | 159% | 293% | 660% | 35%,"Higharc | Jul 28, 2025 12.57 PM | Higharc = | that offers an intelligent platform for | homebuilding software provider | higharc com | 51-200 | 114 | United States | (USA) | New York | New York | higharc | Load contacts | ntacts | Private Equity | 2018 | Feb 14,2024 | Series | Ferguson Ventures Inc | nla | tectonic vc | nla | nla | nja | nja | 0% | 6 % | 29% | 86 % | 159% | 293% | 660% | 35% | Anywhere, US OOOOO, US | nfa | nla | nfa | nla | nla"
1,40,,Iunu,"Jul 28, 2025 12.57 PM",IUNU is an agricultural technology company that provides Al-assisted growing solutions. iunu com Seattle iunu,,51-200,,United States,(USA),Washington,Venture Capital,2013,2013,20,"Apr 14, 2025",Series,Fcc,Fac,Corporate,"558 Ist Ave S; Seattle, WA 98103, US",4% | -7% | -7% | -12% | 13% | 73% | 143% | 155%,"Iunu | Jul 28, 2025 12.57 PM | IUNU is an agricultural technology company | that provides Al-assisted growing solutions. | iunu com | 51-200 | United States | (USA) | Washington | Seattle | iunu | Load contacts | ntacts | Venture Capital | 2013 | 20 | Apr 14, 2025 | Series | Fcc | Fac | Corporate | Serra Ventures, LL | Artemis | Cropl | nja | nja | 4% | -7% | -7% | -12% | 13% | 73% | 143% | 155% | 558 Ist Ave S; Seattle, WA 98103, US | nla | nla | nla | nla | nla"
1,41,,Eden,"Jul 28, 2025 12.57 PM",Eden is provider that offers solutions for desk:_ workplace management software edenworkplace com San Francisco eclen-inc -,,11-50,,United States,(USA),California,Venture Capital,2020,2020,23,"Mar 2, 2020",Series,spark jIl.com,Corporate,Redpoint,"351 California St; Suite 1100; San Francisco, California 94104, US",11% | -4% | 4% | 9% | 20% | 27% | -15%,"Eden | Jul 28, 2025 12.57 PM | Eden is | provider that offers solutions for desk:_ | workplace management software | edenworkplace com | 11-50 | United States | (USA) | California | San Francisco | eclen-inc - | Load contacts | ntacts | Venture Capital | 2020 | Mar 2, 2020 | Series | spark jIl.com | Corporate | Redpoint | Con | Organization Orga | 25M | 25M | 23 | nja | 11% | -4% | 4% | 9% | 20% | 27% | nla | -15% | 351 California St; Suite 1100; San Francisco, California 94104, US | nla | nla | nla | nla | nla"
1,42,hide,CONSTRA by HUVIAiR,"Jul 28, 2025 12.57 PM","Huviair Technologies construction management software, company that offers huviaircom huviair- technologies-pvt ~_",,51-200,,India,Karnataka,Bengaluru,Venture Capital,2016,2016,3.2,"Jan 16, 2022",Series,AppyHigh,nla,Boeing,"Karnataka 560001, IN",11% | 40% | 138 % | 463%,"hide | CONSTRA by HUVIAiR | Jul 28, 2025 12.57 PM | Huviair Technologies | construction management software, | company that offers | huviaircom | 51-200 | India | Karnataka | Bengaluru | huviair- | technologies-pvt ~_ | Load contacts | ntacts | Venture Capital | 2016 | 3.2 | Jan 16, 2022 | Series | AppyHigh | nla | Boeing | Chirat | nja | nla | nla | nla | nla | nla | nfa | nla | nfa | 11% | 40% | 138 % | 463% | nla | Ist floor; 35, Kasturba Cross Rd, off Lavelle Road, | Karnataka 560001, IN | Bangalore , | nla | nla | nla | nla | nla"
1,43,,HypaShip,"Jul 28, 2025 12.57 PM",HypaShip is a logistics technology provider that offers modular; end-to-end platform __. Witney hwpaship,hypaship.com,51-200,,United Kingdom,(UK),England,Venture Capital,2011,2011,2017,Sep 2017,Series,Concentric,nla,ecIcapital com,"OX29 OYN, GB",5 % | 10% | 16% | 16 % | 16 % | 5% | -15%,"HypaShip | Jul 28, 2025 12.57 PM | HypaShip is a logistics technology provider | that offers | modular; end-to-end platform __. | hypaship.com | 51-200 | United Kingdom | (UK) | England | Witney | hwpaship | Load contacts | ntacts | Venture Capital | 2011 | Sep | 2017 | Series | Concentric | nla | ecIcapital com | nja | nla | nja | nja | 5 % | 10% | 16% | 16 % | 16 % | nfa | nla | 5% | -15% | First Floor; Deer Park House; Network Point; Witney; Oxfordshire | OX29 OYN, GB | nfa | nla | nfa | nla | nla"
1,44,,Zubale,"Jul 28, 2025 12.57 PM",Zubale is a technology company specializing in e-commerce solutions. It offers software_ zubale com zlibale,,"501-1,000","1,299",Mexico,Mexico City,Mexico City,Venture Capital,2018,2018,119,"Nov 29, 2023",Series,nla,Wollef,XFactc,"Mexico City, MX","6% | 14% | 34% | 55% | 152% | 692% | 2,551% | 19%","hide| | Zubale | Jul 28, 2025 12.57 PM | Zubale is a technology company specializing | in e-commerce solutions. It offers software_ | zubale com | 501-1,000 | 1,299 | Mexico | Mexico City | Mexico City | zlibale | Load contacts | ntacts | Venture Capital | 2018 | Nov 29, 2023 | Series | nla | Wollef | XFactc | nja | nla | nja | 119 | nja | 6% | 14% | 34% | 55% | 152% | 692% | 2,551% | 19% | Mexico City, MX | nla | nla | nla | nla | nla"
1,45,,Bizom,"Jul 28, 2025 12.57 PM",specializing in sales automation and . retail technology provider bizom com mobisy - technologies-pvt-Itd,,201-500,522,India,Karnataka,Bengaluru,Venture Capital,2008,2008,18.2,"Dec 17, 2024",Series,IndiaMART InterMESH Limi,nja,Pavestone VC,"Opp. Vakil Cardenia Apts, Bellandur; Bangalore, Karnata .",3% | 6 % | 10% | 18 % | 38 % | 98 % | 169%,"Bizom | Jul 28, 2025 12.57 PM | specializing in sales automation and . | Bizom | retail technology provider | bizom com | 201-500 | 522 | India | Karnataka | Bengaluru | mobisy - | technologies-pvt-Itd | Load contacts | ntacts | Venture Capital | 2008 | 18.2 | Dec 17, 2024 | Series | IndiaMART InterMESH Limi | nja | Pavestone VC | nja | nla | nja | 50 | nja | 3% | 6 % | 10% | 18 % | 38 % | 98 % | 169% | nla | Sy. No.75/1, Sri Arunachaleshwara Building;; Bellandur Main | Road, | Opp. Vakil Cardenia Apts, Bellandur; Bangalore, Karnata . | nla | nla | nla | nla | nla"
1,46,,shipzero,"Jul 28, 2025 12.57 PM",specializing in emissions management _ Shipzero is a technology company aupanion,shipzero.com,51-200,,Germany,Hamburg,Hamburg,Venture Capital,2018,2018,8.7,"May 26, 2024",Series,ETF Partners,The Environ,nla,"Hamburg, 20457, DE",-3% | 8 % | 39% | 113% | ~73%,"shipzero | Jul 28, 2025 12.57 PM | specializing in emissions management _ | Shipzero is a technology company | shipzero.com | 51-200 | Germany | Hamburg | Hamburg | aupanion | Load contacts | ntacts | Venture Capital | 2018 | 8.7 | May 26, 2024 | Series | ETF Partners | The Environ | nla | Rainmaking | nja | nla | nja | nla | -3% | 8 % | 39% | 113% | nla | nla | nla | ~73% | Sankt Annenufer | Hamburg, 20457, DE | nla | nla | nla | nla | nla"
1,47,,ecoplanet,"Jul 28, 2025 12.57 PM",EcoPlanet Green Operations GmbH is an energy management company that offers. ecoplanet tech ecoplanet-green- operations,,51-200,102,Germany,Bavaria,Munich,Private Equity,2022,2022,19.5,"Jan 19, 2025",Series,EQT Ventures,nia,EQT Ventures,"MarsstraBe 46; Munich; Bavaria 80335, DE",20% | 12% | 104% | 218 % | 0%,"ecoplanet | Jul 28, 2025 12.57 PM | EcoPlanet Green Operations GmbH is an | energy management company that offers. | ecoplanet tech | 51-200 | 102 | Germany | Bavaria | Munich | ecoplanet-green- | operations | Load contacts | ntacts | Private Equity | 2022 | 19.5 | 16.7 | Jan 19, 2025 | Series | EQT Ventures | nia | EQT Ventures | nja | nla | nja | nja | 20% | 12% | 104% | 218 % | nla | nfa | nla | 0% | MarsstraBe 46; Munich; Bavaria 80335, DE | nfa | nla | nfa | nla | nla"
1,48,hide,16.9,"Sep 21, 2021",,,,,,,,Venture Capital,2014,2014,16.9,"Sep 21, 2021",Series,Octopus Ventures,nla,Riverside Accelera,Devonshire Square; London; England ECZM 4YJ; GB,-3% | 41% | 1% | -9% | 9% | -11% | -26 % | 9% | 47% | 4%,"hide | Turtl | Jul | 2025 12.57 PM | specializes in creating interactive document;_ | Turtl is | digital content platform that | turtl.co | 51-200 | 96 | United Kingdom | (UK) | England | London | Load contacts | ntacts | Venture Capital | 2014 | 16.9 | 16.9 | Sep 21, 2021 | Series | Octopus Ventures | nla | Riverside Accelera | nja | nla | nja | nja | -3% | 41% | 1% | -9% | 9% | -11% | -26 % | 9% | 47% | 4% | WeWork; | Devonshire Square; London; England ECZM 4YJ; GB | nla | nla | nla | nla"
1,49,hide,MI2107lz,"Jul 28, 2025 12.57 PM",MtaIu)LX is a logistics technology company that = specializes providing _ corp logiless com giless,,51-200,,Japan,Tokyo,Shinagawa City,Venture Capital,2017,2017,10.9,"Feb 27, 2025",Series,CommerceMedia Inc:,nja,500 Global,"0031, JP",16% | 31% | 61% | 162% | 320% | 320%,"hide | MI2107lz | Jul 28, 2025 12.57 PM | MtaIu)LX is a logistics technology | company that = | specializes | providing _ | corp logiless com | 51-200 | Japan | Tokyo | Shinagawa City | giless | Load contacts | ntacts | Venture Capital | 2017 | 10.9 | Feb 27, 2025 | Series | CommerceMedia Inc: | nja | 500 Global | nja | nla | nja | nja | 16% | 31% | 61% | 162% | 320% | 320% | nfa | nla | @GERE3-11-6; 0>JIZ+W-EIL 3F; RJIIE, RRn8 141- | 0031, JP | nla | nla | nla | nla | nla"
1,50,Gave | hide,Zuum App,"Jul 28, 2025 12.57 PM",Zuum Transportation Inc. software provider that offers logistics comprehensi . Irvine zlum-app,zuumapp.com,51-200,,United States,(USA),California,Corporate,2016,2016,38.6,Feb 2022,Series,Capital Partners Private We,nla,holmangrowthveni,"18100 Von Karman Ave; Ste 10O; Irvine, California 92612, US",-18 % | ~27% | -27% | ~34% | 34% | -28% | -49% | -28% | 14% | -10%,"Gave | hide | Zuum App | Jul 28, 2025 12.57 PM | Zuum Transportation Inc. | software provider that offers | logistics | comprehensi . | zuumapp.com | 51-200 | United States | (USA) | California | Irvine | zlum-app | Load contacts | ntacts | Corporate | 2016 | 38.6 | Feb | 2022 | Series | Capital Partners Private We | nla | holmangrowthveni | nja | nla | nja | nja | -18 % | ~27% | -27% | ~34% | 34% | -28% | -49% | -28% | 14% | -10% | 18100 Von Karman Ave; Ste 10O; Irvine, California 92612, US | nla | nla | nla | nla | nla"
1,51,,Inpulse,"Jul 28, 2025 12.57 PM",management and supplier ordering solution _ company that provides inventory duepsight,inpulse.ai,11-50,,France,ile-De-France,Paris,Venture Capital,2018,2018,7.7,"Apr 18,2023",Series,High Flyers Capital,nla,High Flyers Capita,"83, Boulevard de Sebastopol; Paris, ile-de-France 75002,FR",10% | 17% | -8% | -8 % | 31% | 68 %,"hidt | Inpulse | Jul 28, 2025 12.57 PM | Inpulse | management and supplier ordering solution _ | company that provides inventory | inpulse.ai | 11-50 | France | ile-De-France | Paris | duepsight | Load contacts | ntacts | Venture Capital | 2018 | 7.7 | Apr 18,2023 | Series | High Flyers Capital | nla | High Flyers Capita | nja | nla | nja | nja | 10% | 17% | -8% | -8 % | 31% | 68 % | nla | nla | nla | 83, Boulevard de Sebastopol; Paris, ile-de-France 75002,FR | nla | nla | nla | nla | nla"
1,52,hide,Gokomodo,"Jul 28, 2025 12.57 PM",company that provides an agricultural supply chain wide range of_ gukomodo,gokomodo.com,51-200,204,Indonesia,Jakarta,Jakarta,Venture Capital,2019,2019,26,Sep 2022,Series,East Ventures,nla,East Ventures,"North Tower; Lantai 18; Jakarta, DKI Jakarta 12930, ID","7% | 7% | 18% | 18 % | 29% | 161% | 750% | 1,754% | ~37%","hide | Gokomodo | Jul 28, 2025 12.57 PM | company that provides | Gokomodo | an agricultural supply chain | wide range of_ | gokomodo.com | 51-200 | 204 | Indonesia | Jakarta | Jakarta | gukomodo | Load contacts | ntacts | Venture Capital | 2019 | 26 | Sep | 2022 | Series | East Ventures | nla | East Ventures | nla | nla | nja | nja | 7% | 7% | 18% | 18 % | 29% | 161% | 750% | 1,754% | ~37% | JL Jenderal Sudirman Kav 45-46; Sampoerna Strategic Square, | North Tower; Lantai 18; Jakarta, DKI Jakarta 12930, ID | nla | nla | nla | nla | nla"
1,53,,Shipper,"Jul 28, 2025 12.57 PM",Shipper is a logistics company that provides integrated ~commerce solutions shipperid shipper-indonesia,,"1,001-5,000","1,004",Indonesia,Jakarta,South Jakarta,Venture Capital,2017,2017,131.9,Apr 2022,Series,bossa invest,Corporate,Gold House,"JI KH: Mas Mansyur No.15, RT.IOIRW.II, Kuningan, Karet",-2% | -8% | -14% | -17% | -13% | 62% | 454% | 39%,"Shipper | Jul 28, 2025 12.57 PM | Shipper is a logistics company that provides | integrated | ~commerce solutions | shipperid | 1,001-5,000 | 1,004 | Indonesia | Jakarta | South Jakarta | shipper-indonesia | Load contacts | ntacts | Venture Capital | 2017 | 131.9 | 43.7 | Apr | 2022 | Series | bossa invest | Corporate | Gold House | porterid | Pakd | nja | 141 | nja | -2% | -8% | -14% | -17% | -13% | 62% | 454% | 39% | Tengsin, Kecamatan Tanah Abang, Kota Jakarta Pusat; Daerah_. | JI KH: Mas Mansyur No.15, RT.IOIRW.II, Kuningan, Karet | nla | nla | nla | nla | nla"
1,54,hide,LevaData,"Jul 28, 2025 12.57 PM",software provider that specializes supply chain management direct _ Ievadata com Pleasanton levadata-inc,,51-200,,United States,(USA),California,Venture Capital,2013,2013,65.5,"Sep 12, 2021",Series,Banneker Partners,nla,Banneker Partners,Floor;,-18 % | -27% | ~57% | 59% | ~54% | 28 %,"hide | LevaData | Jul 28, 2025 12.57 PM | LevaData | software provider that specializes | supply chain management | direct _ | Ievadata com | 51-200 | United States | (USA) | California | Pleasanton | levadata-inc | Load contacts | ntacts | Venture Capital | 2013 | 65.5 | Sep 12, 2021 | Series | Banneker Partners | nla | Banneker Partners | nja | nla | nja | nja | nla | nla | nfa | -18 % | -27% | ~57% | 59% | ~54% | 28 % | 6200 Stoneridge Mall Rd; Corporate Commons, 3rd | Pleasanton, California 94588, US | Floor; | nla | nla | nla | nla | nla"
1,55,,1t5metFNMEMTR4],"Jul 28, 2025 12.57 PM","CAXA CAD, PLM, and MES solutions software company specializing in serves: caxa com %e5""8c%97%e4_",,11-50,,China,Beijing,Beijing,Venture Capital,2003,2003,,"Nov 30, 2007",Series,IDG Capital,nia,IDG Capital,"Itrmane#4135639812; 1tx, 1txm 100094,CN",1% | -2% | 2% | 3% | -7% | 9% | 16%,"hidt | 1t5metFNMEMTR4] | Jul 28, 2025 12.57 PM | CAXA | CAD, PLM, and MES solutions | software company specializing in | serves: | caxa | com | 11-50 | China | Beijing | Beijing | %e5""8c%97%e4_ | Load contacts | ntacts | Venture Capital | 2003 | Nov 30, 2007 | Series | IDG Capital | nia | IDG Capital | nja | nla | nja | nja | 1% | -2% | 2% | nla | 3% | -7% | 9% | 16% | nla | Itrmane#4135639812; 1tx, 1txm 100094,CN | nfa | nla | nfa | nla | nla"
1,56,,Schittflix,"Jul 28, 2025 12.57 PM","Schuttflix is connects construction companies, material_. digital logistics platform that schuettflix de nla Monchenglad _ sc huettflix",,51-200,,Germany,North Rhine,Westphalia,Venture Capital,2018,2018,116.8,"Aug 22, 2023",Series,DEVK Versicherungen,nla,Goldbeck,"Aug 22, 2023",,"Schittflix | Jul 28, 2025 12.57 PM | Schuttflix is | connects construction companies, material_. | digital logistics platform that | schuettflix de | 51-200 | nla | Germany | North Rhine | Westphalia | Monchenglad _ | sc huettflix | Load contacts | ntacts | Venture Capital | 2018 | 116.8 | 51.1 | Aug 22, 2023 | Series | DEVK Versicherungen | nla | Goldbeck | Kin | nja | nla | nja | nja | nla | nla | nla | nfa | nfa | nla | nfa | nfa | nla | nla | nla | nla | nla | nla | nla"
1,57,hide,Zencargo,"Jul 28, 2025 12.57 PM",Zencargo is a logistics company specializing in digital freight forwarding and supply chain. London zencargo,zencargo.com,201-500,140,United Kingdom,(UK),England,Venture Capital,2017,2017,25,"May 10, 2021",Series,HV Capital,nla,LocalGlobe,"London, GB",0% | F1% | -4% | 4% | 23% | 48% | -22% | 40% | 13%,"hide | Zencargo | Jul 28, 2025 12.57 PM | Zencargo is a logistics company specializing | in digital freight forwarding and supply chain. | zencargo.com | 201-500 | 140 | United Kingdom | (UK) | England | London | zencargo | Load contacts | ntacts | Venture Capital | 2017 | May 10, 2021 | Series | HV Capital | nla | LocalGlobe | nja | nla | nja | 25 | nja | 0% | F1% | -4% | 4% | 23% | 48% | -22% | 40% | 13% | London, GB | nla | nla | nla | nla | nla"
1,58,,nia,"Aug 25, 2020",,,,,,,,Venture Capital,2014,2014,,"Aug 25, 2020",Series,Chartline,nla,Microsoft Acceler:,"Pavilion Club, 96 Kensington High St; London; London W8 4SG ,",~2% | 14% | 47% | 62% | 96 % | 52%,"Pointr | Jul | 2025 12.57 PM | Pointr is | indoor mapping and navigation solutions: | technology company specializing in | pointr tech | 51-200 | 112 | United Kingdom | (UK) | England | London | pointr-labs-indoor- | location-data-%26. | Load contacts | ntacts | Venture Capital | 2014 | nia | Aug 25, 2020 | Series | Chartline | nla | Microsoft Acceler: | nja | nla | nja | nla | nla | ~2% | 14% | 47% | 62% | 96 % | nla | 52% | Pavilion Club, 96 Kensington High St; London; London W8 4SG , | GB | nla | nla | nla | nla | nla"
1,59,hide,Alloy.ai,"Jul 28, 2025 12.57 PM",provides data integration and analytics _ Alloy.ai is white-collar service company that alloy.ai San Francisco alloy-inc,Alloy.ai,51-200,,United States,(USA),California,Venture Capital,2016,2016,15.3,"May 13, 2018",Series,8vc,nla,Menlo Ventures,"528 Folsom St; San Francisco, California 94105, US",-3% | -9% | 9% | 20% | -13% | -19% | 29%,"hide | Alloy.ai | Jul 28, 2025 12.57 PM | provides data integration and analytics _ | Alloy.ai is | white-collar service company that | alloy.ai | 51-200 | United States | (USA) | California | San Francisco | alloy-inc | Load contacts | ntacts | Venture Capital | 2016 | 15.3 | May 13, 2018 | Series | 8vc | nla | Menlo Ventures | nla | nla | nja | nja | nla | -3% | -9% | 9% | 20% | -13% | -19% | nfa | 29% | 528 Folsom St; San Francisco, California 94105, US | nfa | nla | nla | nla | nla"
